employeeid,Age,Attrition,BusinessTravel,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome(USD),NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimes,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,yearofjoining,TechnologyAdoption,Benefits,Facilities,ChallengingLevels,ExtracurricularActivities,YearOfLeaving
101254,32,No,Travel_Rarely,Sales,7,Life Sciences,4,Male,2,2,Sales Executive,3,Single,5484,1,Y,No,14,3,3,1,13,3,2,13,8,4,8,2004,3,4,5,0,5,
101255,51,Yes,Travel_Frequently,Research & Development,1,Medical,1,Female,2,3,Healthcare Representative,1,Single,7484,3,Y,No,20,4,2,0,23,1,2,13,12,12,8,2001,4,3,2,1,4,2014
101256,38,No,Non-Travel,Research & Development,6,Medical,2,Female,3,2,Research Scientist,4,Single,5329,7,Y,N,12,3,4,3,17,3,3,13,11,1,9,2004,5,2,3,0,3,
101257,36,No,Travel_Rarely,Research & Development,5,Life Sciences,4,Male,3,2,Laboratory Technician,2,Single,5914,8,Y,No,16,3,4,0,16,3,4,13,11,3,7,2004,4,2,3,0,4,
101258,51,Yes,Travel_Frequently,Research & Development,1,Medical,2,Female,2,3,Healthcare Representative,1,Divorced,7484,3,Y,No,20,4,3,0,23,1,2,13,12,12,8,1998,3,4,2,1,3,2011
101259,38,No,Non-Travel,Research & Development,6,Medical,2,Female,3,2,Research Scientist,4,Divorced,5329,7,Y,Y,12,3,3,3,17,3,3,13,11,1,9,2004,2,3,4,1,2,
101260,31,No,Travel_Rarely,Research & Development,9,Life Sciences,3,Male,3,3,Manufacturing Director,2,Divorced,10648,1,Y,No,25,4,4,1,13,6,4,13,8,0,8,2004,2,5,4,1,2,
101261,31,No,Travel_Rarely,Research & Development,7,Medical,2,Male,3,2,Manufacturing Director,1,Single,4306,1,Y,No,12,3,2,1,13,5,1,13,10,3,12,2004,3,4,5,0,5,
101262,37,Yes,Non-Travel,Research & Development,25,Medical,2,Female,3,2,Research Scientist,3,Married,4449,3,Y,Yes,15,3,2,2,15,2,3,13,11,10,7,2001,4,3,2,1,4,2014
101263,33,No,Travel_Frequently,Research & Development,6,Life Sciences,3,Male,3,2,Healthcare Representative,4,Single,7725,3,Y,N,23,4,3,1,15,2,1,13,11,4,7,2004,5,2,3,0,3,
101264,32,No,Travel_Rarely,Sales,7,Life Sciences,4,Male,2,2,Sales Executive,3,Married,5484,1,Y,No,14,3,4,1,13,3,2,13,8,4,8,2004,4,2,3,0,4,
101265,32,Yes,Travel_Rarely,Sales,8,Technical Degree,2,Female,2,2,Sales Executive,2,Divorced,5228,1,Y,Yes,11,3,4,0,13,2,3,13,12,11,9,1998,3,4,2,1,3,2011
101266,36,No,Travel_Frequently,Sales,3,Medical,1,Male,3,3,Sales Executive,4,Married,9699,4,Y,Y,11,3,3,1,16,2,3,13,9,1,12,2004,2,3,4,1,2,
101267,33,No,Travel_Rarely,Research & Development,7,Medical,3,Male,3,3,Research Director,3,Married,11691,0,Y,No,11,3,4,0,14,3,4,13,9,3,7,2004,2,5,4,1,2,
101268,35,No,Travel_Rarely,Research & Development,25,Technical Degree,4,Male,2,3,Manufacturing Director,2,Single,10903,3,Y,No,16,3,1,0,16,2,3,13,10,4,8,2004,3,4,5,0,5,
101269,33,Yes,Travel_Frequently,Research & Development,29,Medical,1,Female,2,2,Research Scientist,3,Single,4508,1,Y,No,22,4,2,0,14,4,3,13,7,3,8,2001,4,3,2,1,4,2014
101270,42,No,Travel_Rarely,Research & Development,6,Medical,3,Male,3,3,Research Director,1,Single,13348,9,Y,N,13,3,2,1,18,3,4,13,7,5,7,2004,5,2,3,0,3,
101271,38,No,Travel_Frequently,Research & Development,1,Life Sciences,4,Male,3,2,Research Scientist,4,Married,4735,7,Y,No,15,3,4,2,19,4,4,13,11,2,9,2004,4,2,3,0,4,
101272,35,Yes,Travel_Rarely,Sales,10,Medical,2,Male,2,3,Sales Executive,1,Divorced,10306,9,Y,No,17,3,3,0,15,3,3,13,12,6,0,1998,3,4,2,1,3,2011
101273,36,No,Travel_Rarely,Sales,2,Life Sciences,3,Female,3,2,Sales Representative,4,Single,4502,3,Y,Y,15,3,3,0,17,2,2,13,7,6,7,2004,2,3,4,1,2,
101274,35,No,Non-Travel,Sales,8,Marketing,3,Female,2,3,Sales Executive,4,Married,10377,4,Y,Yes,11,3,2,1,16,6,2,13,2,4,12,2004,2,5,4,1,2,
101275,34,No,Travel_Frequently,Research & Development,1,Medical,4,Male,2,2,Healthcare Representative,1,Single,5343,0,Y,No,20,4,3,0,14,3,3,13,9,4,9,2004,3,4,5,0,5,
101276,31,Yes,Travel_Rarely,Sales,8,Life Sciences,1,Female,3,3,Sales Executive,4,Divorced,10793,1,Y,No,18,3,2,1,13,5,3,13,7,9,9,2001,4,3,2,1,4,2014
101277,46,No,Travel_Rarely,Sales,3,Life Sciences,3,Female,3,4,Sales Representative,2,Single,16606,8,Y,N,12,3,4,1,23,2,4,13,12,5,1,2004,5,2,3,0,3,
101278,34,No,Travel_Rarely,Sales,3,Other,4,Male,1,2,Sales Executive,1,Single,4759,3,Y,No,18,3,4,0,15,2,3,13,9,3,12,2004,4,2,3,0,4,
101279,35,Yes,Travel_Rarely,Sales,10,Medical,2,Male,2,3,Sales Executive,1,Divorced,10306,9,Y,No,17,3,3,0,15,3,3,13,12,6,0,1998,3,4,2,1,3,2011
101280,38,No,Travel_Frequently,Research & Development,1,Life Sciences,4,Male,3,2,Research Scientist,4,Married,4735,7,Y,Y,15,3,3,2,19,4,4,13,11,2,9,2004,2,3,4,1,2,
101281,36,No,Travel_Rarely,Sales,2,Life Sciences,3,Female,3,2,Sales Representative,4,Single,4502,3,Y,No,15,3,3,0,17,2,2,13,7,6,7,2004,2,5,4,1,2,
101282,31,No,Travel_Rarely,Sales,8,Life Sciences,1,Male,3,3,Sales Executive,4,Single,10793,1,Y,No,18,3,1,1,13,5,3,13,7,9,9,2004,3,4,5,0,5,
101283,34,Yes,Travel_Rarely,Sales,3,Other,4,Female,1,2,Sales Executive,1,Single,4759,3,Y,No,18,3,2,0,15,2,3,13,9,3,12,2001,4,3,2,1,4,2014
101284,46,No,Travel_Rarely,Sales,3,Life Sciences,3,Female,3,4,Sales Representative,2,Single,16606,8,Y,N,12,3,4,1,23,2,4,13,12,5,1,2004,5,2,3,0,3,
101285,42,No,Travel_Rarely,Research & Development,6,Medical,3,Male,3,3,Research Director,1,Married,13348,9,Y,No,13,3,4,1,18,3,4,13,7,5,7,2004,4,2,3,0,4,
101286,47,Yes,Non-Travel,Research & Development,1,Medical,2,Female,3,3,Research Director,2,Divorced,11957,0,Y,No,18,3,1,2,14,3,1,13,8,5,12,1998,3,4,2,1,3,2011
101287,56,No,Non-Travel,Research & Development,1,Life Sciences,3,Male,3,2,Healthcare Representative,3,Divorced,6306,1,Y,Y,21,4,3,1,13,2,2,13,12,1,9,2004,2,3,4,1,2,
101288,47,No,Non-Travel,Research & Development,1,Medical,3,Female,3,3,Research Director,2,Married,11957,0,Y,No,18,3,1,2,14,3,1,13,8,5,12,2004,2,5,4,1,2,
101289,56,No,Non-Travel,Research & Development,1,Life Sciences,3,Male,3,2,Healthcare Representative,3,Single,6306,1,Y,No,21,4,1,1,13,2,2,13,12,1,9,2004,3,4,5,0,5,
101290,36,Yes,Travel_Rarely,Research & Development,5,Life Sciences,4,Female,3,2,Laboratory Technician,2,Single,5914,8,Y,No,16,3,2,0,16,3,4,13,11,3,7,2001,4,3,2,1,4,2014
101291,32,No,Travel_Rarely,Sales,7,Life Sciences,4,Male,3,2,Sales Executive,3,Single,5484,1,Y,N,14,3,3,1,13,3,2,13,8,4,8,2004,5,2,3,0,3,
101292,32,No,Travel_Rarely,Sales,8,Technical Degree,3,Male,2,2,Sales Executive,2,Married,5228,1,Y,Yes,11,3,4,0,13,2,3,13,12,11,9,2004,4,2,3,0,4,
101293,36,Yes,Travel_Frequently,Sales,3,Medical,2,Male,2,3,Sales Executive,4,Divorced,9699,4,Y,No,11,3,1,1,16,2,3,13,9,1,12,1998,3,4,2,1,3,2011
101294,37,No,Non-Travel,Research & Development,25,Medical,2,Female,3,2,Research Scientist,3,Married,4449,3,Y,Y,15,3,3,2,15,2,3,13,11,10,7,2004,2,3,4,1,2,
101295,31,No,Travel_Rarely,Research & Development,7,Medical,2,Female,3,2,Manufacturing Director,1,Married,4306,1,Y,No,12,3,2,1,13,5,1,13,10,3,12,2004,2,5,4,1,2,
101296,38,No,Non-Travel,Research & Development,6,Medical,2,Male,1,2,Research Scientist,4,Single,5329,7,Y,Yes,12,3,4,3,17,3,3,13,11,1,9,2004,3,4,5,0,5,
101297,51,Yes,Travel_Frequently,Research & Development,1,Medical,1,Female,2,3,Healthcare Representative,1,Single,7484,3,Y,No,20,4,2,0,23,1,2,13,12,12,8,2001,4,3,2,1,4,2014
101298,38,No,Non-Travel,Research & Development,6,Medical,2,Female,3,2,Research Scientist,4,Single,5329,7,Y,N,12,3,4,3,17,3,3,13,11,1,9,2004,5,2,3,0,3,
101299,51,No,Travel_Frequently,Research & Development,1,Medical,1,Male,2,3,Healthcare Representative,1,Single,7484,3,Y,No,20,4,4,0,23,1,2,13,12,12,8,2004,4,2,3,0,4,
101300,31,Yes,Travel_Rarely,Research & Development,9,Life Sciences,2,Male,3,3,Manufacturing Director,2,Divorced,10648,1,Y,No,25,4,4,1,13,6,4,13,8,0,8,1998,3,4,2,1,3,2011
101301,33,No,Travel_Frequently,Research & Development,6,Life Sciences,3,Male,3,2,Healthcare Representative,4,Divorced,7725,3,Y,Y,23,4,3,1,15,2,1,13,11,4,7,2004,2,3,4,1,2,
101302,33,No,Travel_Rarely,Research & Development,7,Medical,3,Male,3,3,Research Director,3,Married,11691,0,Y,No,11,3,4,0,14,3,4,13,9,3,7,2004,2,5,4,1,2,
101303,35,No,Travel_Rarely,Research & Development,25,Technical Degree,4,Male,2,3,Manufacturing Director,2,Single,10903,3,Y,No,16,3,1,0,16,2,3,13,10,4,8,2004,3,4,5,0,5,
101304,35,Yes,Non-Travel,Sales,8,Marketing,3,Female,2,3,Sales Executive,4,Married,10377,4,Y,Yes,11,3,2,1,16,6,2,13,2,4,12,2001,4,3,2,1,4,2014
101305,34,No,Travel_Frequently,Research & Development,1,Medical,4,Male,3,2,Healthcare Representative,1,Single,5343,0,Y,N,20,4,3,0,14,3,3,13,9,4,9,2004,5,2,3,0,3,
101306,33,No,Travel_Frequently,Research & Development,29,Medical,1,Male,2,2,Research Scientist,3,Single,4508,1,Y,No,22,4,4,0,14,4,3,13,7,3,8,2004,4,2,3,0,4,
101307,31,Yes,Travel_Rarely,Research & Development,9,Life Sciences,2,Male,3,3,Manufacturing Director,2,Divorced,10648,1,Y,No,25,4,4,1,13,6,4,13,8,0,8,1998,3,4,2,1,3,2011
101308,37,No,Non-Travel,Research & Development,25,Medical,2,Female,3,2,Research Scientist,3,Married,4449,3,Y,Y,15,3,3,2,15,2,3,13,11,10,7,2004,2,3,4,1,2,
101309,31,No,Travel_Rarely,Research & Development,7,Medical,2,Female,3,2,Manufacturing Director,1,Married,4306,1,Y,No,12,3,2,1,13,5,1,13,10,3,12,2004,2,5,4,1,2,
101310,32,No,Travel_Rarely,Sales,8,Technical Degree,3,Male,2,2,Sales Executive,2,Single,5228,1,Y,Yes,11,3,4,0,13,2,3,13,12,11,9,2004,3,4,5,0,5,
101311,36,Yes,Travel_Frequently,Sales,3,Medical,1,Female,2,3,Sales Executive,4,Married,9699,4,Y,No,11,3,2,1,16,2,3,13,9,1,12,2001,4,3,2,1,4,2014
101312,36,No,Travel_Rarely,Research & Development,5,Life Sciences,4,Male,3,2,Laboratory Technician,2,Single,5914,8,Y,N,16,3,4,0,16,3,4,13,11,3,7,2004,5,2,3,0,3,
101313,32,No,Travel_Rarely,Sales,7,Life Sciences,4,Male,2,2,Sales Executive,3,Married,5484,1,Y,No,14,3,4,1,13,3,2,13,8,4,8,2004,4,2,3,0,4,
101314,35,Yes,Travel_Rarely,Research & Development,25,Technical Degree,2,Male,2,3,Manufacturing Director,2,Divorced,10903,3,Y,No,16,3,1,0,16,2,3,13,10,4,8,1998,3,4,2,1,3,2011
101315,33,No,Travel_Frequently,Research & Development,6,Life Sciences,3,Male,3,2,Healthcare Representative,4,Divorced,7725,3,Y,Y,23,4,3,1,15,2,1,13,11,4,7,2004,2,3,4,1,2,
101316,33,No,Travel_Rarely,Research & Development,7,Medical,3,Male,3,3,Research Director,3,Married,11691,0,Y,No,11,3,4,0,14,3,4,13,9,3,7,2004,2,5,4,1,2,
101317,38,No,Travel_Frequently,Research & Development,1,Life Sciences,4,Male,3,2,Research Scientist,4,Single,4735,7,Y,No,15,3,4,2,19,4,4,13,11,2,9,2004,3,4,5,0,5,
101318,36,Yes,Travel_Rarely,Sales,2,Life Sciences,3,Female,3,2,Sales Representative,4,Single,4502,3,Y,No,15,3,2,0,17,2,2,13,7,6,7,2001,4,3,2,1,4,2014
101319,35,Yes,Travel_Rarely,Sales,10,Medical,4,Male,3,3,Sales Executive,1,Single,10306,9,Y,N,17,3,3,0,15,3,3,13,12,6,0,2000,5,2,3,0,3,2013
101320,46,No,Travel_Rarely,Sales,3,Life Sciences,3,Male,3,4,Sales Executive,2,Married,16606,8,Y,No,12,3,4,1,23,2,4,13,12,5,1,2004,4,2,3,0,4,
101321,34,Yes,Travel_Rarely,Sales,3,Other,2,Male,1,2,Sales Executive,1,Divorced,4759,3,Y,No,18,3,4,0,15,2,3,13,9,3,12,1998,3,4,2,1,3,2011
101322,31,No,Travel_Rarely,Sales,8,Life Sciences,1,Male,3,3,Sales Executive,4,Divorced,10793,1,Y,Y,18,3,3,1,13,5,3,13,7,9,9,2004,2,3,4,1,2,
101323,35,No,Non-Travel,Sales,8,Marketing,3,Female,2,3,Sales Executive,4,Married,10377,4,Y,Yes,11,3,2,1,16,6,2,13,2,4,12,2004,2,5,4,1,2,
101324,34,No,Travel_Frequently,Research & Development,1,Medical,4,Male,2,2,Healthcare Representative,1,Single,5343,0,Y,No,20,4,3,0,14,3,3,13,9,4,9,2004,3,4,5,0,5,
101325,33,Yes,Travel_Frequently,Research & Development,29,Medical,1,Female,2,2,Research Scientist,3,Single,4508,1,Y,No,22,4,2,0,14,4,3,13,7,3,8,2001,4,3,2,1,4,2014
101326,31,No,Travel_Rarely,Research & Development,9,Life Sciences,3,Male,3,3,Manufacturing Director,2,Single,10648,1,Y,N,25,4,4,1,13,6,4,13,8,0,8,2004,5,2,3,0,3,
101327,31,No,Travel_Rarely,Research & Development,7,Medical,2,Male,3,2,Manufacturing Director,1,Married,4306,1,Y,No,12,3,4,1,13,5,1,13,10,3,12,2004,4,2,3,0,4,
101328,37,Yes,Non-Travel,Research & Development,25,Medical,2,Female,3,2,Research Scientist,3,Divorced,4449,3,Y,Yes,15,3,1,2,15,2,3,13,11,10,7,1998,3,4,2,1,3,2011
101329,36,No,Travel_Frequently,Sales,3,Medical,1,Male,3,3,Sales Executive,4,Married,9699,4,Y,Y,11,3,3,1,16,2,3,13,9,1,12,2004,2,3,4,1,2,
101330,36,No,Travel_Rarely,Research & Development,5,Life Sciences,4,Male,3,2,Laboratory Technician,2,Single,5914,8,Y,No,16,3,4,0,16,3,4,13,11,3,7,2004,2,5,4,1,2,
101331,32,No,Travel_Rarely,Sales,8,Technical Degree,3,Male,2,2,Sales Executive,2,Single,5228,1,Y,Yes,11,3,4,0,13,2,3,13,12,11,9,2004,3,4,5,0,5,
101332,32,Yes,Travel_Rarely,Sales,7,Life Sciences,4,Female,2,2,Sales Executive,3,Married,5484,1,Y,No,14,3,2,1,13,3,2,13,8,4,8,2001,4,3,2,1,4,2014
101333,38,No,Non-Travel,Research & Development,6,Medical,2,Female,3,2,Research Scientist,4,Single,5329,7,Y,N,12,3,4,3,17,3,3,13,11,1,9,2004,5,2,3,0,3,
101334,38,No,Non-Travel,Research & Development,6,Medical,2,Male,1,2,Research Scientist,4,Divorced,5329,7,Y,Yes,12,3,4,3,17,3,3,13,11,1,9,2004,4,2,3,0,4,
101335,51,Yes,Travel_Frequently,Research & Development,1,Medical,2,Female,2,3,Healthcare Representative,1,Divorced,7484,3,Y,No,20,4,3,0,23,1,2,13,12,12,8,1998,3,4,2,1,3,2011
101336,36,No,Travel_Rarely,Research & Development,5,Life Sciences,4,Male,3,2,Laboratory Technician,2,Single,5914,8,Y,Y,16,3,3,0,16,3,4,13,11,3,7,2004,2,3,4,1,2,
101337,51,No,Travel_Frequently,Research & Development,1,Medical,1,Female,2,3,Healthcare Representative,1,Single,7484,3,Y,No,20,4,3,0,23,1,2,13,12,12,8,2004,2,5,4,1,2,
101338,32,No,Travel_Rarely,Sales,7,Life Sciences,4,Male,2,2,Sales Executive,3,Single,5484,1,Y,No,14,3,3,1,13,3,2,13,8,4,8,2004,3,4,5,0,5,
101339,36,Yes,Travel_Frequently,Sales,3,Medical,1,Female,2,3,Sales Executive,4,Married,9699,4,Y,No,11,3,2,1,16,2,3,13,9,1,12,2001,4,3,2,1,4,2014
101340,32,No,Travel_Rarely,Sales,8,Technical Degree,3,Female,3,2,Sales Executive,2,Single,5228,1,Y,N,11,3,4,0,13,2,3,13,12,11,9,2004,5,2,3,0,3,
101341,33,No,Travel_Frequently,Research & Development,6,Life Sciences,3,Male,3,2,Healthcare Representative,4,Divorced,7725,3,Y,No,23,4,4,1,15,2,1,13,11,4,7,2004,4,2,3,0,4,
101342,37,Yes,Non-Travel,Research & Development,25,Medical,2,Female,3,2,Research Scientist,3,Divorced,4449,3,Y,Yes,15,3,1,2,15,2,3,13,11,10,7,1998,3,4,2,1,3,2011
101343,31,No,Travel_Rarely,Research & Development,7,Medical,2,Female,3,2,Manufacturing Director,1,Married,4306,1,Y,Y,12,3,3,1,13,5,1,13,10,3,12,2004,2,3,4,1,2,
101344,31,No,Travel_Rarely,Research & Development,9,Life Sciences,3,Male,3,3,Manufacturing Director,2,Divorced,10648,1,Y,No,25,4,4,1,13,6,4,13,8,0,8,2004,2,5,4,1,2,
101345,33,No,Travel_Rarely,Research & Development,7,Medical,3,Male,3,3,Research Director,3,Single,11691,0,Y,No,11,3,4,0,14,3,4,13,9,3,7,2004,3,4,5,0,5,
101346,35,Yes,Travel_Rarely,Research & Development,25,Technical Degree,4,Female,2,3,Manufacturing Director,2,Married,10903,3,Y,No,16,3,2,0,16,2,3,13,10,4,8,2001,4,3,2,1,4,2014
101347,31,No,Travel_Rarely,Sales,8,Life Sciences,1,Male,3,3,Sales Executive,4,Single,10793,1,Y,N,18,3,1,1,13,5,3,13,7,9,9,2004,5,2,3,0,3,
101348,34,No,Travel_Rarely,Sales,3,Other,4,Male,1,2,Sales Executive,1,Single,4759,3,Y,No,18,3,4,0,15,2,3,13,9,3,12,2004,4,2,3,0,4,
101349,35,Yes,Non-Travel,Sales,8,Marketing,2,Female,2,3,Sales Executive,4,Divorced,10377,4,Y,Yes,11,3,2,1,16,6,2,13,2,4,12,1998,3,4,2,1,3,2011
101350,34,No,Travel_Frequently,Research & Development,1,Medical,4,Male,3,2,Healthcare Representative,1,Single,5343,0,Y,Y,20,4,3,0,14,3,3,13,9,4,9,2004,2,3,4,1,2,
101351,33,Yes,Travel_Frequently,Research & Development,29,Medical,1,Female,2,2,Research Scientist,3,Single,4508,1,Y,No,22,4,2,0,14,4,3,13,7,3,8,2003,2,5,4,1,2,2016
101352,35,No,Travel_Rarely,Research & Development,25,Technical Degree,4,Male,2,3,Manufacturing Director,2,Single,10903,3,Y,No,16,3,1,0,16,2,3,13,10,4,8,2004,3,4,5,0,5,
101353,33,Yes,Travel_Frequently,Research & Development,6,Life Sciences,3,Female,3,2,Healthcare Representative,4,Divorced,7725,3,Y,No,23,4,2,1,15,2,1,13,11,4,7,2001,4,3,2,1,4,2014
101354,33,No,Travel_Rarely,Research & Development,7,Medical,3,Male,3,3,Research Director,3,Single,11691,0,Y,N,11,3,4,0,14,3,4,13,9,3,7,2004,5,2,3,0,3,
101355,36,No,Travel_Rarely,Sales,2,Life Sciences,3,Male,3,2,Sales Representative,4,Single,4502,3,Y,No,15,3,4,0,17,2,2,13,7,6,7,2004,4,2,3,0,4,
101356,35,Yes,Travel_Rarely,Sales,10,Medical,2,Male,2,3,Sales Executive,1,Divorced,10306,9,Y,No,17,3,3,0,15,3,3,13,12,6,0,1998,3,4,2,1,3,2011
101357,38,No,Travel_Frequently,Research & Development,1,Life Sciences,4,Male,3,2,Research Scientist,4,Married,4735,7,Y,Y,15,3,3,2,19,4,4,13,11,2,9,2004,2,3,4,1,2,
101358,46,No,Travel_Rarely,Sales,3,Life Sciences,3,Female,3,4,Sales Representative,2,Married,16606,8,Y,No,12,3,4,1,23,2,4,13,12,5,1,2004,2,5,4,1,2,
101359,42,No,Travel_Rarely,Research & Development,6,Medical,3,Male,3,3,Research Director,1,Single,13348,9,Y,No,13,3,2,1,18,3,4,13,7,5,7,2004,3,4,5,0,5,
101360,56,Yes,Non-Travel,Research & Development,1,Life Sciences,3,Female,3,2,Healthcare Representative,3,Divorced,6306,1,Y,No,21,4,2,1,13,2,2,13,12,1,9,2001,4,3,2,1,4,2014
101361,47,No,Non-Travel,Research & Development,1,Medical,3,Female,3,3,Research Director,2,Single,11957,0,Y,N,18,3,1,2,14,3,1,13,8,5,12,2004,5,2,3,0,3,
101362,42,No,Travel_Rarely,Research & Development,6,Medical,3,Male,3,3,Research Director,1,Married,13348,9,Y,No,13,3,4,1,18,3,4,13,7,5,7,2004,4,2,3,0,4,
101363,56,Yes,Non-Travel,Research & Development,1,Life Sciences,2,Male,3,2,Healthcare Representative,3,Divorced,6306,1,Y,No,21,4,1,1,13,2,2,13,12,1,9,1998,3,4,2,1,3,2011
101364,47,No,Non-Travel,Research & Development,1,Medical,3,Female,3,3,Research Director,2,Married,11957,0,Y,Y,18,3,3,2,14,3,1,13,8,5,12,2004,2,3,4,1,2,
101365,31,No,Travel_Rarely,Research & Development,9,Life Sciences,3,Male,3,3,Manufacturing Director,2,Divorced,10648,1,Y,No,25,4,4,1,13,6,4,13,8,0,8,2004,2,5,4,1,2,
101366,33,No,Travel_Frequently,Research & Development,6,Life Sciences,3,Male,3,2,Healthcare Representative,4,Single,7725,3,Y,No,23,4,3,1,15,2,1,13,11,4,7,2004,3,4,5,0,5,
101367,32,Yes,Travel_Rarely,Sales,7,Life Sciences,4,Female,2,2,Sales Executive,3,Married,5484,1,Y,No,14,3,2,1,13,3,2,13,8,4,8,2001,4,3,2,1,4,2014
101368,32,No,Travel_Rarely,Sales,8,Technical Degree,3,Female,3,2,Sales Executive,2,Single,5228,1,Y,N,11,3,4,0,13,2,3,13,12,11,9,2004,5,2,3,0,3,
101369,36,No,Travel_Frequently,Sales,3,Medical,1,Male,2,3,Sales Executive,4,Married,9699,4,Y,No,11,3,4,1,16,2,3,13,9,1,12,2004,4,2,3,0,4,
101370,37,Yes,Non-Travel,Research & Development,25,Medical,2,Female,3,2,Research Scientist,3,Divorced,4449,3,Y,Yes,15,3,1,2,15,2,3,13,11,10,7,1998,3,4,2,1,3,2011
101371,31,No,Travel_Rarely,Research & Development,7,Medical,2,Female,3,2,Manufacturing Director,1,Married,4306,1,Y,Y,12,3,3,1,13,5,1,13,10,3,12,2004,2,3,4,1,2,
101372,36,No,Travel_Rarely,Research & Development,5,Life Sciences,4,Male,3,2,Laboratory Technician,2,Single,5914,8,Y,No,16,3,4,0,16,3,4,13,11,3,7,2004,2,5,4,1,2,
101373,51,No,Travel_Frequently,Research & Development,1,Medical,1,Male,2,3,Healthcare Representative,1,Single,7484,3,Y,No,20,4,3,0,23,1,2,13,12,12,8,2004,3,4,5,0,5,
101374,38,Yes,Non-Travel,Research & Development,6,Medical,2,Female,1,2,Research Scientist,4,Divorced,5329,7,Y,Yes,12,3,2,3,17,3,3,13,11,1,9,2001,4,3,2,1,4,2014
101375,35,No,Non-Travel,Sales,8,Marketing,3,Female,3,3,Sales Executive,4,Single,10377,4,Y,N,11,3,2,1,16,6,2,13,2,4,12,2004,5,2,3,0,3,
101376,34,No,Travel_Rarely,Sales,3,Other,4,Male,1,2,Sales Executive,1,Single,4759,3,Y,No,18,3,4,0,15,2,3,13,9,3,12,2004,4,2,3,0,4,
101377,31,Yes,Travel_Rarely,Sales,8,Life Sciences,2,Male,3,3,Sales Executive,4,Divorced,10793,1,Y,No,18,3,1,1,13,5,3,13,7,9,9,1998,3,4,2,1,3,2011
101378,46,No,Travel_Rarely,Sales,3,Life Sciences,3,Female,3,4,Sales Representative,2,Married,16606,8,Y,Y,12,3,3,1,23,2,4,13,12,5,1,2004,2,3,4,1,2,
101379,35,No,Travel_Rarely,Research & Development,25,Technical Degree,4,Male,2,3,Manufacturing Director,2,Married,10903,3,Y,No,16,3,1,0,16,2,3,13,10,4,8,2004,2,5,4,1,2,
101380,33,No,Travel_Rarely,Research & Development,7,Medical,3,Male,3,3,Research Director,3,Single,11691,0,Y,No,11,3,4,0,14,3,4,13,9,3,7,2004,3,4,5,0,5,
101381,33,Yes,Travel_Frequently,Research & Development,29,Medical,1,Female,2,2,Research Scientist,3,Single,4508,1,Y,No,22,4,2,0,14,4,3,13,7,3,8,2001,4,3,2,1,4,2014
101382,34,No,Travel_Frequently,Research & Development,1,Medical,4,Male,3,2,Healthcare Representative,1,Single,5343,0,Y,N,20,4,3,0,14,3,3,13,9,4,9,2004,5,2,3,0,3,
101383,35,No,Travel_Rarely,Sales,10,Medical,4,Male,2,3,Sales Executive,1,Married,10306,9,Y,No,17,3,4,0,15,3,3,13,12,6,0,2004,4,2,3,0,4,
101384,36,Yes,Travel_Rarely,Sales,2,Life Sciences,2,Female,3,2,Sales Representative,4,Divorced,4502,3,Y,No,15,3,3,0,17,2,2,13,7,6,7,1998,3,4,2,1,3,2011
101385,38,No,Travel_Frequently,Research & Development,1,Life Sciences,4,Male,3,2,Research Scientist,4,Married,4735,7,Y,Y,15,3,3,2,19,4,4,13,11,2,9,2004,2,3,4,1,2,
101386,34,No,Travel_Rarely,Sales,3,Other,4,Male,1,2,Sales Executive,1,Single,4759,3,Y,No,18,3,4,0,15,2,3,13,9,3,12,2004,2,5,4,1,2,
101387,31,No,Travel_Rarely,Sales,8,Life Sciences,1,Male,3,3,Sales Executive,4,Single,10793,1,Y,No,18,3,1,1,13,5,3,13,7,9,9,2004,3,4,5,0,5,
101388,46,Yes,Travel_Rarely,Sales,3,Life Sciences,3,Female,3,4,Sales Representative,2,Married,16606,8,Y,No,12,3,2,1,23,2,4,13,12,5,1,2001,4,3,2,1,4,2014
101389,35,No,Non-Travel,Sales,8,Marketing,3,Female,3,3,Sales Executive,4,Single,10377,4,Y,N,11,3,2,1,16,6,2,13,2,4,12,2004,5,2,3,0,3,
101390,34,No,Travel_Frequently,Research & Development,1,Medical,4,Male,2,2,Healthcare Representative,1,Single,5343,0,Y,No,20,4,4,0,14,3,3,13,9,4,9,2004,4,2,3,0,4,
101391,33,Yes,Travel_Frequently,Research & Development,29,Medical,2,Female,2,2,Research Scientist,3,Divorced,4508,1,Y,No,22,4,2,0,14,4,3,13,7,3,8,1998,3,4,2,1,3,2011
101392,42,No,Travel_Rarely,Research & Development,6,Medical,3,Male,3,3,Research Director,1,Married,13348,9,Y,Y,13,3,3,1,18,3,4,13,7,5,7,2004,2,3,4,1,2,
101393,56,No,Non-Travel,Research & Development,1,Life Sciences,3,Male,3,2,Healthcare Representative,3,Divorced,6306,1,Y,No,21,4,1,1,13,2,2,13,12,1,9,2004,2,5,4,1,2,
